* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
316, jungle, minecraft:bamboo_jungle, AMBIENT, valarian_conquest:bandit_1, 20, 1, 1
318, jungle, minecraft:bamboo_jungle, MONSTER, mobz:small_zombie, 70, 1, 1
319, jungle, minecraft:bamboo_jungle, MONSTER, wrd:petrified_skeletonm, 10, 1, 1
320, jungle, minecraft:bamboo_jungle, MONSTER, valarian_conquest:orc_berserker, 70, 1, 1
321, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:dungeon_slime, 80, 1, 3
322, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:corrupt_slime, 15, 1, 3
323, jungle, minecraft:bamboo_jungle, MONSTER, wrd:dirty_skeleton, 40, 1, 1
324, jungle, minecraft:bamboo_jungle, MONSTER, majruszsdifficulty:giant, 50, 1, 1
325, jungle, minecraft:bamboo_jungle, MONSTER, mocreatures:minigolem, 40, 1, 1
327, jungle, minecraft:bamboo_jungle, MONSTER, mocreatures:darkmanticore, 50, 1, 1
328, jungle, minecraft:bamboo_jungle, MONSTER, mocreatures:undeadscorpion, 50, 1, 1
329, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:evil_slime, 80, 1, 3
330, jungle, minecraft:bamboo_jungle, MONSTER, iter_rpg:peeper, 5, 1, 1
331, jungle, minecraft:bamboo_jungle, MONSTER, wrd:speared_petrified_skeleton_m, 10, 1, 1
332, jungle, minecraft:bamboo_jungle, MONSTER, wrd:buff_zombie, 10, 1, 1
333, jungle, minecraft:bamboo_jungle, MONSTER, terramity:elite_skeleton, 10, 1, 1
334, jungle, minecraft:bamboo_jungle, MONSTER, mocreatures:silverskeleton, 70, 1, 1
335, jungle, minecraft:bamboo_jungle, MONSTER, iter_rpg:carcass, 30, 1, 1
336, jungle, minecraft:bamboo_jungle, MONSTER, valarian_conquest:orc_warrior, 70, 1, 1
337, jungle, minecraft:bamboo_jungle, MONSTER, iter_rpg:fiend, 60, 1, 1
338, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:black_slime, 80, 1, 3
341, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:crimson_slime, 15, 1, 3
342, jungle, minecraft:bamboo_jungle, MONSTER, mobz:bigboss, 50, 1, 1
343, jungle, minecraft:bamboo_jungle, MONSTER, specialmobs:bruteskeleton, 70, 1, 1
344, jungle, minecraft:bamboo_jungle, MONSTER, specialmobs:gatlingskeleton, 70, 1, 1
345, jungle, minecraft:bamboo_jungle, MONSTER, specialmobs:knightskeleton, 70, 1, 1
346, jungle, minecraft:bamboo_jungle, MONSTER, specialmobs:ninjaskeleton, 70, 1, 1
347, jungle, minecraft:bamboo_jungle, MONSTER, specialmobs:sniperskeleton, 70, 1, 1
348, jungle, minecraft:bamboo_jungle, MONSTER, specialmobs:brutezombie, 70, 1, 1
349, jungle, minecraft:bamboo_jungle, MONSTER, specialmobs:plaguezombie, 70, 1, 1
351, jungle, minecraft:bamboo_jungle, MONSTER, specialmobs:fishingzombie, 70, 1, 1
352, jungle, minecraft:bamboo_jungle, MONSTER, specialmobs:hungryzombie, 70, 1, 1
353, jungle, minecraft:bamboo_jungle, MONSTER, wrd:bulky_ancient_skeleton, 15, 1, 1
354, jungle, minecraft:bamboo_jungle, MONSTER, wrd:ancient_skeleton_skull, 20, 1, 1
355, jungle, minecraft:bamboo_jungle, MONSTER, specialmobs:minicreeper, 40, 1, 1
356, jungle, minecraft:bamboo_jungle, MONSTER, valarian_conquest:gardonian_knight, 5, 1, 1
357, jungle, minecraft:bamboo_jungle, MONSTER, valarian_conquest:visgothian_archer, 30, 1, 1
358, jungle, minecraft:bamboo_jungle, MONSTER, valarian_conquest:orc_raider, 10, 1, 1
359, jungle, minecraft:bamboo_jungle, MONSTER, valarian_conquest:numerian_spearman, 20, 1, 1
361, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 20, 1, 1
362, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 20, 1, 1
363, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 20, 1, 1
364, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 20, 1, 1
365, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 20, 1, 1
366, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 20, 1, 1
367, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:sheep, 12, 4, 4
368, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 10, 4, 4
369, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
370, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:cow, 10, 4, 4
371, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
372, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:parrot, 40, 1, 2
373, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:panda, 80, 1, 2
374, jungle, minecraft:bamboo_jungle, CREATURE, mythicmounts:courierbird, 20, 2, 4
375, jungle, minecraft:bamboo_jungle, CREATURE, world:dryad_2, 80, 1, 1
376, jungle, minecraft:bamboo_jungle, CREATURE, world:dryad, 80, 1, 1
377, jungle, minecraft:bamboo_jungle, CREATURE, cold_sweat:chameleon, 80, 1, 1
378, jungle, minecraft:bamboo_jungle, CREATURE, mythicmounts:firebird, 10, 1, 1
379, jungle, minecraft:bamboo_jungle, CREATURE, iceandfire:amphithere, 50, 1, 3
380, jungle, minecraft:bamboo_jungle, CREATURE, mocreatures:bird, 16, 2, 3
381, jungle, minecraft:bamboo_jungle, CREATURE, mocreatures:tiger, 10, 1, 2
382, jungle, minecraft:bamboo_jungle, CREATURE, mocreatures:leopard, 10, 1, 2
383, jungle, minecraft:bamboo_jungle, CREATURE, mocreatures:panther, 10, 1, 2
384, jungle, minecraft:bamboo_jungle, CREATURE, mocreatures:elephant, 10, 1, 2
385, jungle, minecraft:bamboo_jungle, CREATURE, mocreatures:snake, 14, 1, 2
386, jungle, minecraft:bamboo_jungle, CREATURE, mocreatures:pandabear, 10, 1, 3
387, jungle, minecraft:bamboo_jungle, CREATURE, mobz:brown_bear, 30, 2, 3
388, jungle, minecraft:bamboo_jungle, CREATURE, mobz:dirty_boar, 10, 1, 3
389, jungle, minecraft:bamboo_jungle, CREATURE, mobz:fiora, 10, 1, 1
390, jungle, minecraft:bamboo_jungle, CREATURE, mobz:golden_chicken, 10, 1, 2
391, jungle, minecraft:bamboo_jungle, CREATURE, mobz:katherine, 10, 1, 1
392, jungle, minecraft:bamboo_jungle, CREATURE, mobz:wild_boar, 10, 2, 4
393, jungle, minecraft:bamboo_jungle, AMBIENT, minecraft:bat, 10, 8, 8
394, jungle, minecraft:bamboo_jungle, AMBIENT, terramity:blue_fairy, 10, 1, 2
395, jungle, minecraft:bamboo_jungle, AMBIENT, ddenizens:boulder, 35, 1, 1
396, jungle, minecraft:bamboo_jungle, AMBIENT, terramity:cave_gnome, 15, 1, 3
397, jungle, minecraft:bamboo_jungle, AMBIENT, mythicmounts:dragon, 10, 1, 1
398, jungle, minecraft:bamboo_jungle, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
399, jungle, minecraft:bamboo_jungle, AMBIENT, terramity:green_fairy, 10, 2, 3
400, jungle, minecraft:bamboo_jungle, AMBIENT, mocreatures:snail, 10, 1, 2
401, jungle, minecraft:bamboo_jungle, AMBIENT, mocreatures:bee, 10, 1, 2
402, jungle, minecraft:bamboo_jungle, AMBIENT, mocreatures:firefly, 10, 1, 2
403, jungle, minecraft:bamboo_jungle, AMBIENT, mocreatures:dragonfly, 10, 1, 2
404, jungle, minecraft:bamboo_jungle, AMBIENT, mocreatures:roach, 10, 1, 2
405, jungle, minecraft:bamboo_jungle, AMBIENT, mocreatures:butterfly, 12, 1, 4
406, jungle, minecraft:bamboo_jungle, AMBIENT, mocreatures:ant, 12, 1, 4
407, jungle, minecraft:bamboo_jungle, AMBIENT, mocreatures:grasshopper, 10, 1, 2
408, jungle, minecraft:bamboo_jungle, AMBIENT, mocreatures:cricket, 10, 1, 2
409, jungle, minecraft:bamboo_jungle, AMBIENT, terramity:pink_fairy, 10, 1, 2
410, jungle, minecraft:bamboo_jungle, AMBIENT, mobz:tiny_spider, 10, 1, 1
411, jungle, minecraft:bamboo_jungle, AMBIENT, glorious_creatures:stinger, 10, 1, 3
412, jungle, minecraft:bamboo_jungle, CREATURE, terra_entity:dryad, 10, 1, 1
413, jungle, minecraft:bamboo_jungle, CREATURE, terra_entity:witch_doctor, 10, 1, 1
414, jungle, minecraft:bamboo_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
415, jungle, minecraft:bamboo_jungle, WATER_CREATURE, world:hydra, 80, 1, 1
416, jungle, minecraft:bamboo_jungle, WATER_CREATURE, world:kraken, 80, 1, 1
417, jungle, minecraft:bamboo_jungle, WATER_CREATURE, mocreatures:angelfish, 12, 1, 6
418, jungle, minecraft:bamboo_jungle, WATER_CREATURE, mocreatures:piranha, 50, 1, 3
419, nether, minecraft:basalt_deltas, MONSTER, minecraft:ghast, 40, 1, 1
420, nether, minecraft:basalt_deltas, MONSTER, minecraft:magma_cube, 80, 2, 5
421, nether, minecraft:basalt_deltas, MONSTER, creatures_expanded:abomination, 20, 1, 1
422, nether, minecraft:basalt_deltas, MONSTER, iter_rpg:air_elemental, 15, 1, 2
423, nether, minecraft:basalt_deltas, MONSTER, threateningly_mobs:basalt_wyvern, 10, 1, 1
424, nether, minecraft:basalt_deltas, MONSTER, mortality:blast_golem, 10, 1, 1
425, nether, minecraft:basalt_deltas, MONSTER, iter_rpg:bloated, 10, 1, 1
426, nether, minecraft:basalt_deltas, MONSTER, creatures_expanded:brood_spider, 35, 1, 1
427, nether, minecraft:basalt_deltas, MONSTER, creatures_expanded:crumbling_skeleton, 50, 1, 1
428, nether, minecraft:basalt_deltas, MONSTER, creatures_expanded:crystalline_golem, 20, 1, 1
429, nether, minecraft:basalt_deltas, MONSTER, creatures_expanded:crystalline_spider, 45, 1, 3
430, nether, minecraft:basalt_deltas, MONSTER, creatures_expanded:embersmog, 40, 1, 3
431, nether, minecraft:basalt_deltas, MONSTER, iter_rpg:event_spawn, 20, 1, 1
432, nether, minecraft:basalt_deltas, MONSTER, iter_rpg:fire_elemental, 10, 1, 1
433, nether, minecraft:basalt_deltas, MONSTER, creatures_expanded:fungal_ghoul, 60, 1, 2
434, nether, minecraft:basalt_deltas, MONSTER, creatures_expanded:gargoyle, 50, 1, 3
435, nether, minecraft:basalt_deltas, MONSTER, iter_rpg:giant_spider, 10, 1, 1
436, nether, minecraft:basalt_deltas, MONSTER, creatures_expanded:gloomknight, 5, 1, 1
437, nether, minecraft:basalt_deltas, MONSTER, creatures_expanded:gloomweaver, 30, 1, 2
438, nether, minecraft:basalt_deltas, MONSTER, creatures_expanded:gnasheart, 60, 1, 4
439, nether, minecraft:basalt_deltas, MONSTER, creatures_expanded:graven, 36, 3, 5
440, nether, minecraft:basalt_deltas, MONSTER, monsterplus:lava_squid, 10, 3, 9
441, nether, minecraft:basalt_deltas, MONSTER, ddenizens:magma_skeleton, 15, 1, 4
442, nether, minecraft:basalt_deltas, MONSTER, creatures_expanded:miststalker, 40, 1, 1
443, nether, minecraft:basalt_deltas, MONSTER, terra_entity:decayeder, 22, 1, 1
444, nether, minecraft:basalt_deltas, MONSTER, terra_entity:devourer, 10, 1, 1
445, nether, minecraft:basalt_deltas, MONSTER, terra_entity:eater_of_souls, 75, 1, 2
446, nether, minecraft:basalt_deltas, MONSTER, terra_entity:hell_bat, 60, 1, 1
447, nether, minecraft:basalt_deltas, MONSTER, terra_entity:fire_imp, 60, 1, 1
448, nether, minecraft:basalt_deltas, MONSTER, terra_entity:demon, 45, 1, 1
449, nether, minecraft:basalt_deltas, MONSTER, terra_entity:voodoo_demon, 15, 1, 1
450, nether, minecraft:basalt_deltas, MONSTER, mocreatures:flamewraith, 10, 1, 2
451, nether, minecraft:basalt_deltas, MONSTER, mocreatures:fireogre, 10, 1, 2
452, nether, minecraft:basalt_deltas, MONSTER, mocreatures:hellrat, 10, 1, 4
453, nether, minecraft:basalt_deltas, MONSTER, mocreatures:firemanticore, 10, 1, 3
454, nether, minecraft:basalt_deltas, MONSTER, mocreatures:firescorpion, 10, 1, 3
455, nether, minecraft:basalt_deltas, MONSTER, mocreatures:horsemob, 10, 1, 3
456, nether, minecraft:basalt_deltas, MONSTER, monsterplus:mother_lava_squid, 10, 1, 2
457, nether, minecraft:basalt_deltas, MONSTER, majruszsdifficulty:cerberus, 10, 1, 1
458, nether, minecraft:basalt_deltas, MONSTER, fantasyfauna:possessed_armor, 20, 1, 1
459, nether, minecraft:basalt_deltas, MONSTER, creatures_expanded:prosperisher_zombie, 50, 1, 2
460, nether, minecraft:basalt_deltas, MONSTER, creatures_expanded:pyroclastic_boulder, 20, 1, 1
461, nether, minecraft:basalt_deltas, MONSTER, creatures_expanded:pyrorachnid, 35, 1, 2
462, nether, minecraft:basalt_deltas, MONSTER, iter_rpg:scallop, 50, 1, 2
463, nether, minecraft:basalt_deltas, MONSTER, ddenizens:shadow, 15, 1, 1
464, nether, minecraft:basalt_deltas, MONSTER, creatures_expanded:shadowfiend, 35, 1, 2
465, nether, minecraft:basalt_deltas, MONSTER, mobz:lava_golem, 10, 1, 1
466, nether, minecraft:basalt_deltas, MONSTER, mobz:nether_skeleton, 10, 1, 2
467, nether, minecraft:basalt_deltas, MONSTER, mobz:nether_wolf, 10, 1, 3
468, nether, minecraft:basalt_deltas, MONSTER, mobz:pigman, 10, 2, 3
469, nether, minecraft:basalt_deltas, MONSTER, mobz:soul_creeper, 10, 1, 2
470, nether, minecraft:basalt_deltas, MONSTER, mobz:wither_blaze, 10, 1, 3
471, nether, minecraft:basalt_deltas, MONSTER, minecraft:wither_skeleton, 10, 5, 5
472, nether, minecraft:basalt_deltas, MONSTER, minecraft:blaze, 10, 2, 3
473, nether, minecraft:basalt_deltas, MONSTER, specialmobs:firecreeper, 10, 4, 4
474, nether, minecraft:basalt_deltas, MONSTER, specialmobs:firezombie, 10, 4, 4
475, nether, minecraft:basalt_deltas, MONSTER, specialmobs:firespider, 10, 4, 4
476, nether, minecraft:basalt_deltas, MONSTER, iter_rpg:spiderling, 10, 5, 8
477, nether, minecraft:basalt_deltas, MONSTER, terramity:thunker, 10, 1, 2
478, nether, minecraft:basalt_deltas, MONSTER, creatures_expanded:tremorgue, 25, 1, 2
479, nether, minecraft:basalt_deltas, MONSTER, creatures_expanded:undead_necromancer, 35, 1, 1
480, nether, minecraft:basalt_deltas, MONSTER, terramity:uvogre, 10, 1, 1
481, nether, minecraft:basalt_deltas, MONSTER, iter_rpg:void_elemental, 40, 1, 1
482, nether, minecraft:basalt_deltas, MONSTER, iter_rpg:water_elemental, 20, 1, 2
483, nether, minecraft:basalt_deltas, MONSTER, minecraft:zombified_piglin, 10, 1, 4
484, nether, minecraft:basalt_deltas, MONSTER, specialmobs:bruteskeleton, 70, 1, 1
485, nether, minecraft:basalt_deltas, MONSTER, specialmobs:gatlingskeleton, 70, 1, 1
486, nether, minecraft:basalt_deltas, MONSTER, specialmobs:knightskeleton, 70, 1, 1
487, nether, minecraft:basalt_deltas, MONSTER, specialmobs:ninjaskeleton, 70, 1, 1
488, nether, minecraft:basalt_deltas, MONSTER, specialmobs:sniperskeleton, 70, 1, 1
489, nether, minecraft:basalt_deltas, MONSTER, specialmobs:brutezombie, 70, 1, 1
490, nether, minecraft:basalt_deltas, MONSTER, specialmobs:plaguezombie, 70, 1, 1
492, nether, minecraft:basalt_deltas, MONSTER, specialmobs:fishingzombie, 70, 1, 1
493, nether, minecraft:basalt_deltas, MONSTER, specialmobs:hungryzombie, 70, 1, 1
494, nether, minecraft:basalt_deltas, MONSTER, wrd:bulky_ancient_skeleton, 15, 1, 1
495, nether, minecraft:basalt_deltas, MONSTER, wrd:ancient_skeleton_skull, 20, 1, 1
496, nether, minecraft:basalt_deltas, MONSTER, specialmobs:minicreeper, 40, 1, 1
497, nether, minecraft:basalt_deltas, MONSTER, valarian_conquest:gardonian_knight, 5, 1, 1
498, nether, minecraft:basalt_deltas, MONSTER, valarian_conquest:visgothian_archer, 30, 1, 1
499, nether, minecraft:basalt_deltas, MONSTER, valarian_conquest:orc_raider, 10, 1, 1
500, nether, minecraft:basalt_deltas, MONSTER, valarian_conquest:numerian_spearman, 20, 1, 1
502, nether, minecraft:basalt_deltas, CREATURE, minecraft:strider, 60, 1, 2
503, nether, minecraft:basalt_deltas, AMBIENT, terramity:blue_fairy, 10, 1, 2
504, nether, minecraft:basalt_deltas, AMBIENT, terramity:cave_gnome, 15, 1, 3
505, nether, minecraft:basalt_deltas, AMBIENT, glorious_creatures:fire_spirit, 15, 1, 3
506, nether, minecraft:basalt_deltas, AMBIENT, terramity:green_fairy, 10, 2, 3
507, nether, minecraft:basalt_deltas, AMBIENT, mythicmounts:nightmare, 80, 2, 3
508, nether, minecraft:basalt_deltas, AMBIENT, terramity:pink_fairy, 10, 1, 2
509, nether, minecraft:basalt_deltas, WATER_CREATURE, world:hydra, 80, 1, 1
510, nether, minecraft:basalt_deltas, WATER_CREATURE, world:kraken, 80, 1, 1
511, beach, minecraft:beach, MONSTER, minecraft:spider, 80, 4, 4
512, beach, minecraft:beach, MONSTER, minecraft:zombie, 80, 4, 4
513, beach, minecraft:beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
514, beach, minecraft:beach, MONSTER, minecraft:skeleton, 80, 4, 4
515, beach, minecraft:beach, MONSTER, minecraft:creeper, 80, 4, 4
516, beach, minecraft:beach, MONSTER, minecraft:slime, 10, 4, 4
517, beach, minecraft:beach, MONSTER, minecraft:enderman, 20, 1, 4
518, beach, minecraft:beach, MONSTER, minecraft:witch, 20, 1, 1
519, beach, minecraft:beach, MONSTER, creatures_expanded:abomination, 10, 1, 1
520, beach, minecraft:beach, MONSTER, monsterplus:abyssologer, 10, 1, 1
521, beach, minecraft:beach, MONSTER, iter_rpg:air_elemental, 10, 1, 2
522, beach, minecraft:beach, MONSTER, knights:archer, 10, 2, 3
523, beach, minecraft:beach, MONSTER, threateningly_mobs:beast_horseshoe_crab, 10, 1, 1
524, beach, minecraft:beach, MONSTER, ddenizens:beholder, 10, 1, 1
525, beach, minecraft:beach, MONSTER, iter_rpg:bloated, 10, 1, 1
526, beach, minecraft:beach, MONSTER, creatures_expanded:brood_spider, 10, 1, 1
527, beach, minecraft:beach, MONSTER, threateningly_mobs:cannon_crab, 10, 1, 1
528, beach, minecraft:beach, MONSTER, threateningly_mobs:cave_hunter, 10, 1, 1
529, beach, minecraft:beach, MONSTER, creatures_expanded:crumbling_skeleton, 50, 1, 1
530, beach, minecraft:beach, MONSTER, monsterplus:crystal_zombie, 10, 2, 7
531, beach, minecraft:beach, MONSTER, creatures_expanded:crystalline_golem, 10, 1, 1
532, beach, minecraft:beach, MONSTER, creatures_expanded:crystalline_spider, 10, 1, 3
533, beach, minecraft:beach, MONSTER, ddenizens:daemon, 10, 1, 1
534, beach, minecraft:beach, MONSTER, ddenizens:death_tyrant, 10, 1, 1
535, beach, minecraft:beach, MONSTER, threateningly_mobs:elite_zombie_warrior, 10, 1, 2
536, beach, minecraft:beach, MONSTER, creatures_expanded:embersmog, 10, 1, 3
537, beach, minecraft:beach, MONSTER, iter_rpg:event_spawn, 10, 1, 1
538, beach, minecraft:beach, MONSTER, ddenizens:fossilized_skeleton, 10, 1, 2
539, beach, minecraft:beach, MONSTER, creatures_expanded:fungal_ghoul, 10, 1, 2
540, beach, minecraft:beach, MONSTER, creatures_expanded:gargoyle, 10, 1, 3
541, beach, minecraft:beach, MONSTER, ddenizens:gazer, 10, 1, 1
542, beach, minecraft:beach, MONSTER, ddenizens:ghoul, 10, 1, 1
543, beach, minecraft:beach, MONSTER, iter_rpg:giant_spider, 10, 1, 1
544, beach, minecraft:beach, MONSTER, creatures_expanded:gloomknight, 5, 1, 1
545, beach, minecraft:beach, MONSTER, creatures_expanded:gloomweaver, 10, 1, 2
546, beach, minecraft:beach, MONSTER, monsterplus:glow_skeleton, 10, 1, 5
547, beach, minecraft:beach, MONSTER, creatures_expanded:gnasheart, 10, 1, 4
548, beach, minecraft:beach, MONSTER, creatures_expanded:graven, 10, 3, 5
549, beach, minecraft:beach, MONSTER, ddenizens:headless, 10, 1, 1
550, beach, minecraft:beach, MONSTER, knights:heavyknight, 40, 1, 1
551, beach, minecraft:beach, MONSTER, ddenizens:iron_skeleton, 10, 1, 1
552, beach, minecraft:beach, MONSTER, knights:knight, 10, 3, 5
553, beach, minecraft:beach, MONSTER, threateningly_mobs:lich_re, 10, 1, 1
554, beach, minecraft:beach, MONSTER, ddenizens:magma_skeleton, 10, 1, 1
555, beach, minecraft:beach, MONSTER, creatures_expanded:miststalker, 10, 1, 1
556, beach, minecraft:beach, MONSTER, terra_entity:tropic_slime, 10, 1, 2
557, beach, minecraft:beach, MONSTER, terra_entity:goblin_scout, 10, 1, 1
558, beach, minecraft:beach, MONSTER, terra_entity:harpy, 10, 1, 2
559, beach, minecraft:beach, MONSTER, terra_entity:big_helmet_anger_bones, 10, 1, 1
560, beach, minecraft:beach, MONSTER, terra_entity:big_muscle_anger_bones, 10, 1, 1
561, beach, minecraft:beach, MONSTER, terra_entity:big_bones, 10, 1, 2
562, beach, minecraft:beach, MONSTER, terra_entity:short_bones, 10, 1, 2
563, beach, minecraft:beach, MONSTER, terra_entity:anger_bones, 10, 1, 2
564, beach, minecraft:beach, MONSTER, terra_entity:big_anger_bones, 10, 1, 2
565, beach, minecraft:beach, MONSTER, terra_entity:cursed_skull, 10, 1, 1
566, beach, minecraft:beach, MONSTER, terra_entity:dark_caster, 10, 1, 1
567, beach, minecraft:beach, MONSTER, mocreatures:biggolem, 10, 1, 1
568, beach, minecraft:beach, MONSTER, mocreatures:dirtscorpion, 10, 1, 3
569, beach, minecraft:beach, MONSTER, mocreatures:minigolem, 40, 1, 1
570, beach, minecraft:beach, MONSTER, mocreatures:plainmanticore, 50, 1, 1
571, beach, minecraft:beach, MONSTER, mocreatures:silverskeleton, 70, 1, 1
572, beach, minecraft:beach, MONSTER, mocreatures:darkmanticore, 50, 1, 3
573, beach, minecraft:beach, MONSTER, mocreatures:cavescorpion, 50, 1, 3
574, beach, minecraft:beach, MONSTER, threateningly_mobs:moon_priest, 10, 1, 1
575, beach, minecraft:beach, MONSTER, fantasyfauna:mushcap_glowing, 10, 2, 4
576, beach, minecraft:beach, MONSTER, knights:noble, 10, 1, 1
577, beach, minecraft:beach, MONSTER, ddenizens:orc, 10, 1, 1
578, beach, minecraft:beach, MONSTER, threateningly_mobs:ore_drill, 10, 1, 1
579, beach, minecraft:beach, MONSTER, majruszsdifficulty:cursed_armor, 50, 1, 1
580, beach, minecraft:beach, MONSTER, majruszsdifficulty:illusioner, 10, 1, 1
581, beach, minecraft:beach, MONSTER, mobz:tank_zombie, 10, 1, 1
582, beach, minecraft:beach, MONSTER, knights:peasant, 10, 2, 3
583, beach, minecraft:beach, MONSTER, fantasyfauna:possessed_armor, 10, 1, 1
584, beach, minecraft:beach, MONSTER, creatures_expanded:prosperisher_zombie, 10, 1, 2
585, beach, minecraft:beach, MONSTER, iter_rpg:scallop, 50, 1, 2
586, beach, minecraft:beach, MONSTER, ddenizens:shadow, 10, 1, 1
587, beach, minecraft:beach, MONSTER, creatures_expanded:shadowfiend, 10, 1, 2
